Id,MSSubClass,MSZoning,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,SalePrice_log,MasVnrType,MasVnrArea,Electrical,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,MSZoning_labeled,LotShape_labeled,LandContour_labeled,Utilities_labeled,LotConfig_labeled,LandSlope_labeled,Neighborhood_labeled,Condition1_labeled,BldgType_labeled,HouseStyle_labeled,RoofStyle_labeled,RoofMatl_labeled,Exterior1st_labeled,Exterior2nd_labeled,ExterQual_labeled,Foundation_labeled,Heating_labeled,HeatingQC_labeled,CentralAir_labeled,KitchenQual_labeled,PavedDrive_labeled,SaleType_labeled,SaleCondition_labeled,MasVnrType_labeled,Electrical_labeled,BsmtQual_labeled,BsmtCond_labeled,BsmtExposure_labeled,BsmtFinType1_labeled
283,120,RL,5063,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,904,0,410,1314,GasA,Ex,Y,1314,0,0,1314,1,0,2,0,2,1,Gd,6,1,2,626,Y,172,62,0,0,0,0,0,4,ConLw,Normal,207500,12.24288661865289,Stone,166.0,SBrkr,Gd,TA,No,GLQ,3,3,3,0,4,0,16,2,3,2,1,1,12,13,2,2,1,0,1,2,2,5,4,3,4,2,4,4,2
284,20,RL,9612,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,1468,1468,GasA,Ex,Y,1468,0,0,1468,0,0,2,0,3,1,Gd,6,1,3,898,Y,210,150,0,0,0,0,0,12,New,Partial,244600,12.407379502235209,Stone,72.0,SBrkr,Gd,TA,No,Unf,3,3,3,0,4,0,21,1,0,2,1,1,12,13,2,2,1,0,1,2,2,6,5,3,4,2,4,4,6
285,120,RL,8012,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,Gable,CompShg,Plywood,ImStucc,Gd,PConc,430,0,1145,1575,GasA,Gd,Y,1575,0,0,1575,1,0,2,0,2,1,Gd,5,0,2,529,Y,0,0,52,0,0,0,0,7,WD,Normal,179200,12.096257779522967,None,0.0,SBrkr,Gd,TA,No,GLQ,3,3,3,0,4,0,20,2,4,2,1,1,9,7,2,2,1,2,1,2,2,8,4,2,4,2,4,4,2
286,160,FV,4251,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,Gable,CompShg,MetalSd,MetalSd,Gd,PConc,0,0,625,625,GasA,Ex,Y,625,625,0,1250,0,0,2,1,2,1,Gd,5,0,2,528,Y,0,54,0,0,0,0,0,6,New,Partial,164700,12.011880916165731,None,0.0,SBrkr,Gd,TA,No,Unf,1,0,3,0,4,0,21,2,4,5,1,1,8,8,2,2,1,0,1,2,2,6,5,2,4,2,4,4,6
287,50,RL,9786,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,600,0,312,912,GasA,TA,Y,1085,649,0,1734,0,0,1,1,3,1,Gd,7,1,2,440,Y,0,0,0,0,128,0,0,6,WD,Normal,159000,11.976659481202368,None,0.0,SBrkr,TA,TA,No,Rec,3,0,0,0,4,0,12,2,0,0,1,1,13,14,3,1,1,4,1,2,2,8,4,2,4,4,4,4,5
288,20,RL,8125,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,614,0,244,858,GasA,TA,Y,858,0,0,858,0,0,1,0,3,1,TA,5,0,0,0,Y,0,0,0,0,0,0,0,6,WD,Normal,88000,11.385092093460344,None,0.0,SBrkr,TA,TA,No,BLQ,3,0,3,0,0,0,12,2,0,2,1,1,6,6,3,1,1,4,1,3,2,8,4,2,4,4,4,4,1
289,20,RL,9819,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,450,0,432,882,GasA,TA,Y,900,0,0,900,0,0,1,0,3,1,TA,5,0,1,280,Y,0,0,0,0,0,0,0,2,WD,Normal,122000,11.711776323715394,BrkFace,31.0,SBrkr,TA,TA,No,BLQ,3,0,3,0,4,0,19,2,0,2,1,1,8,8,3,1,1,4,1,3,2,8,4,1,4,4,4,4,1
290,70,RL,8730,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,698,698,GasA,Ex,Y,698,698,0,1396,0,0,1,0,3,1,TA,7,0,1,384,Y,0,0,0,0,259,0,0,7,WD,Normal,153575,11.941944326032129,None,0.0,FuseA,TA,TA,No,Unf,3,3,3,0,4,0,3,6,0,5,1,1,13,14,3,0,1,0,1,3,2,8,4,2,0,4,4,4,6
291,60,RL,15611,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,1079,1079,GasA,Ex,Y,1079,840,0,1919,0,0,2,1,3,1,Gd,8,1,2,685,Y,0,51,0,0,0,0,0,7,New,Partial,233230,12.359780370124389,None,0.0,SBrkr,Gd,TA,Av,Unf,3,3,3,0,4,0,5,2,0,5,1,1,12,13,2,2,1,0,1,2,2,6,5,2,4,2,4,0,6
292,190,RL,5687,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,2fmCon,2Story,5,Gable,CompShg,VinylSd,VinylSd,TA,PConc,210,0,570,780,GasA,Ex,N,936,780,0,1716,1,0,2,0,6,1,Fa,9,0,0,0,N,0,184,0,0,0,0,0,3,WD,Normal,135900,11.819674600139235,None,0.0,SBrkr,TA,Fa,No,Rec,3,3,0,0,4,0,18,2,1,5,1,1,12,13,3,2,1,0,0,1,0,8,4,2,4,4,0,4,5
293,50,RL,11409,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,292,0,476,768,GasA,Gd,Y,1148,568,0,1716,0,0,1,1,3,1,TA,8,1,1,281,Y,0,0,0,0,160,0,0,1,WD,Normal,131000,11.782952602183288,None,0.0,SBrkr,TA,TA,No,LwQ,3,3,3,0,4,0,7,2,0,0,1,1,13,14,3,1,1,2,1,3,2,8,4,2,4,4,4,4,3
294,60,RL,16659,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,1Fam,2Story,7,Gable,CompShg,Plywood,Plywood,TA,CBlock,795,0,0,795,GasA,Fa,Y,1468,795,0,2263,1,0,2,1,3,1,Gd,9,1,2,539,Y,0,250,0,0,0,0,0,3,WD,Normal,235000,12.367340793126296,BrkFace,34.0,SBrkr,TA,TA,No,ALQ,3,0,3,0,0,0,14,3,0,5,1,1,9,10,3,1,1,1,1,2,2,8,4,1,4,4,4,4,0
295,20,RL,9600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,1285,0,131,1416,GasA,TA,Y,1644,0,0,1644,1,0,1,0,3,1,TA,7,2,2,418,Y,110,0,0,0,0,0,0,10,WD,Normal,167000,12.025749091398891,Stone,238.0,SBrkr,TA,TA,No,GLQ,3,3,3,0,4,0,12,2,0,2,3,1,6,6,3,1,1,4,1,3,2,8,4,3,4,4,4,4,2
296,80,RL,7937,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,819,0,184,1003,GasA,TA,Y,1003,0,0,1003,1,0,1,0,3,1,TA,6,0,2,588,Y,120,0,0,0,0,0,0,3,WD,Normal,142500,11.867097278690842,None,0.0,SBrkr,TA,TA,Av,GLQ,3,0,3,0,1,0,11,2,0,7,1,1,6,6,3,1,1,4,1,3,2,8,4,2,4,4,4,0,2
297,50,RM,13710,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,420,0,490,910,GasA,TA,Y,910,648,0,1558,0,0,1,1,4,1,TA,6,0,1,282,Y,289,0,0,0,0,0,0,6,WD,Normal,152000,11.931635799828413,None,0.0,FuseA,TA,TA,No,BLQ,4,3,3,0,4,0,9,2,0,0,1,1,13,14,3,1,1,4,1,3,2,8,4,2,0,4,4,4,1
298,60,FV,7399,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,Hip,CompShg,VinylSd,VinylSd,Gd,PConc,649,0,326,975,GasA,Ex,Y,975,975,0,1950,0,0,2,1,3,1,Gd,7,1,2,576,Y,0,10,0,0,198,0,0,6,WD,Normal,239000,12.384218830913648,BrkFace,1600.0,SBrkr,Gd,TA,No,BLQ,1,0,3,0,4,0,21,2,0,5,3,1,12,13,2,2,1,0,1,2,2,8,4,1,4,2,4,4,1
299,60,RL,11700,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,Mansard,CompShg,HdBoard,AsphShn,Gd,CBlock,384,175,143,702,GasA,Gd,Y,1041,702,0,1743,0,1,1,2,3,1,TA,7,1,2,539,Y,224,0,0,0,0,0,0,6,WD,Normal,175000,12.072541252905651,BrkFace,365.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,4,0,14,2,0,5,4,1,6,1,2,1,1,2,1,3,2,8,4,1,4,4,4,4,0
300,20,RL,14000,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,0,0,1092,1092,GasA,Ex,Y,1152,0,0,1152,0,1,1,0,3,1,Gd,6,1,1,300,Y,0,36,0,0,0,0,0,8,WD,Family,158500,11.973509872299472,None,0.0,SBrkr,TA,TA,No,Unf,3,3,3,0,4,0,6,2,0,2,1,1,6,6,3,1,1,0,1,2,2,8,3,2,4,4,4,4,6
301,190,RL,15750,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,2fmCon,1Story,5,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,841,0,324,1165,GasA,TA,Y,1336,0,0,1336,1,0,1,0,2,1,TA,5,2,1,375,Y,0,0,0,0,0,0,0,6,WD,Normal,157000,11.964001084330445,BrkFace,56.0,SBrkr,TA,TA,Mn,BLQ,3,3,3,0,0,0,6,2,1,2,3,1,8,8,3,1,1,4,1,3,2,8,4,1,4,4,4,2,1
302,60,RL,16226,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,281,0,747,1028,GasA,Ex,Y,1210,1242,0,2452,0,0,2,1,4,1,Gd,9,1,2,683,Y,208,50,0,0,0,0,0,5,WD,Normal,267000,12.495003937382387,None,0.0,SBrkr,Gd,TA,No,GLQ,3,2,3,0,4,0,5,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,4,2
303,20,RL,13704,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,1541,1541,GasA,Ex,Y,1541,0,0,1541,0,0,2,0,3,1,Gd,6,1,3,843,Y,468,81,0,0,0,0,0,1,WD,Normal,205000,12.230765258120545,BrkFace,150.0,SBrkr,Gd,TA,No,Unf,3,0,3,0,0,0,5,2,0,2,1,1,12,13,2,2,1,0,1,2,2,8,4,1,4,2,4,4,6
304,20,RL,9800,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,PConc,894,0,0,894,GasA,TA,Y,894,0,0,894,1,0,1,0,3,1,TA,5,0,2,552,Y,256,0,0,0,0,0,0,7,WD,Abnorml,149900,11.917723684090689,None,0.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,0,0,5,2,0,2,1,1,12,13,3,2,1,4,1,3,2,8,0,2,4,4,4,4,0
305,75,RM,18386,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2.5Fin,7,Gable,CompShg,CemntBd,CmentBd,TA,BrkTil,0,0,1470,1470,GasA,Ex,Y,1675,1818,0,3493,0,0,3,0,3,1,Gd,10,1,3,870,Y,302,0,0,0,0,0,0,5,WD,Normal,295000,12.594730635321957,None,0.0,SBrkr,TA,TA,No,Unf,4,3,3,0,4,0,17,2,0,3,1,1,5,5,3,0,1,0,1,2,2,8,4,2,4,4,4,4,6
306,20,RL,10386,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,Gable,CompShg,CemntBd,CmentBd,Gd,PConc,1464,0,536,2000,GasA,Ex,Y,2000,0,0,2000,1,0,2,0,3,1,Gd,8,0,3,888,Y,168,0,0,0,0,0,0,7,WD,Normal,305900,12.631013530138995,Stone,246.0,SBrkr,Gd,TA,No,GLQ,3,3,3,0,4,0,5,2,0,2,1,1,5,5,2,2,1,0,1,2,2,8,4,3,4,2,4,4,2
307,60,RL,13474,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,1Fam,2Story,7,Gable,CompShg,HdBoard,Plywood,Gd,CBlock,700,0,0,700,GasA,Gd,Y,1122,1121,0,2243,1,0,2,1,4,1,Gd,8,1,3,746,Y,127,44,224,0,0,0,0,6,WD,Normal,225000,12.323855681186558,BrkFace,246.0,SBrkr,Gd,TA,No,ALQ,3,3,3,0,4,0,20,1,0,5,1,1,6,10,2,1,1,2,1,2,2,8,4,1,4,2,4,4,0
308,50,RM,7920,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,319,319,GasA,TA,Y,1035,371,0,1406,0,0,1,0,3,1,Fa,6,0,0,0,N,0,144,0,0,0,0,0,3,WD,Normal,89500,11.401993904262946,None,0.0,FuseA,TA,TA,No,Unf,4,0,3,0,4,0,9,0,0,0,1,1,8,8,3,1,1,4,1,1,0,8,4,2,0,4,4,4,6
309,30,RL,12342,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,262,0,599,861,GasA,Ex,Y,861,0,0,861,0,0,1,0,1,1,TA,4,0,2,539,Y,158,0,0,0,0,0,0,3,WD,Normal,82500,11.320553572322773,None,0.0,SBrkr,TA,TA,No,BLQ,3,0,3,0,4,0,7,2,0,2,1,1,12,13,3,1,1,0,1,3,2,8,4,2,4,4,4,4,1
310,20,RL,12378,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,1274,0,622,1896,GasA,Ex,Y,1944,0,0,1944,1,0,2,0,3,1,Ex,8,3,3,708,Y,208,175,0,0,0,0,0,11,WD,Normal,360000,12.793859310432293,None,0.0,SBrkr,Ex,TA,Gd,GLQ,3,0,3,0,4,0,16,2,0,2,1,1,12,13,2,2,1,0,1,0,2,8,4,2,4,0,4,1,2
311,60,RL,7685,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,PConc,518,0,179,697,GasA,Gd,Y,697,804,0,1501,0,0,2,1,3,1,Gd,6,1,2,420,Y,190,63,0,0,0,0,0,5,WD,Normal,165600,12.017330520933296,BrkFace,112.0,SBrkr,Gd,TA,No,ALQ,3,0,3,0,4,0,8,2,0,5,1,1,6,6,3,2,1,2,1,2,2,8,4,1,4,2,4,4,0
312,20,RL,8000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,680,0,292,972,GasA,Ex,Y,972,0,0,972,1,0,1,0,2,1,TA,5,1,1,240,Y,0,0,0,0,0,0,0,5,WD,Normal,132000,11.790557201568507,None,0.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,4,0,12,2,0,2,1,1,12,13,3,1,1,0,1,3,2,8,4,2,4,4,4,4,0
313,190,RM,7800,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,2fmCon,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,507,0,286,793,GasA,TA,Y,793,325,0,1118,1,0,1,0,3,1,TA,5,1,2,410,Y,0,0,0,0,271,0,0,5,WD,Normal,119900,11.694413341015606,None,0.0,SBrkr,Gd,TA,Mn,Rec,4,3,3,0,4,0,17,0,1,0,1,1,8,8,3,1,1,4,1,3,2,8,4,2,4,2,4,2,5
314,20,RL,215245,IR3,Low,AllPub,Inside,Sev,Timber,Norm,1Fam,1Story,7,Hip,CompShg,BrkFace,BrkFace,TA,CBlock,1236,820,80,2136,GasW,TA,Y,2036,0,0,2036,2,0,2,0,3,1,TA,8,2,2,513,Y,0,0,0,0,0,0,0,6,WD,Normal,375000,12.834681304952548,None,0.0,SBrkr,Gd,TA,Gd,ALQ,3,2,2,0,4,2,23,2,0,2,3,1,3,3,3,1,2,4,1,3,2,8,4,2,4,2,4,1,0
315,70,RM,9600,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,16,0,712,728,GasA,Ex,Y,832,809,0,1641,0,1,1,1,3,1,Ex,6,1,2,546,Y,0,0,234,0,0,0,0,8,WD,Normal,178000,12.089538829274222,None,0.0,SBrkr,TA,Gd,No,LwQ,4,3,3,0,4,0,17,2,0,5,1,1,13,14,3,0,1,0,1,0,2,8,4,2,4,4,1,4,3
316,60,RL,7795,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,425,0,291,716,GasA,Ex,Y,716,716,0,1432,1,0,2,1,3,1,Gd,6,1,2,432,Y,100,51,0,0,0,0,0,7,WD,Normal,188500,12.146853285870202,None,0.0,SBrkr,Gd,TA,No,GLQ,3,0,3,0,4,0,8,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,4,2
317,60,RL,13005,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,1Fam,2Story,7,Gable,CompShg,CemntBd,CmentBd,Gd,CBlock,692,0,153,845,GasA,TA,Y,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,1,2,484,Y,288,195,0,0,0,0,0,8,WD,Normal,260000,12.468436909997665,BrkFace,278.0,SBrkr,Gd,TA,No,GLQ,3,0,3,0,0,0,14,2,0,5,1,1,5,5,2,1,1,4,1,0,2,8,4,1,4,2,4,4,2
318,60,FV,9000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,1088,1088,GasA,Ex,Y,1088,871,0,1959,0,0,2,1,3,1,Gd,8,1,3,1025,Y,208,46,0,0,0,0,0,12,WD,Normal,270000,12.506177237980511,None,0.0,SBrkr,Gd,TA,Av,Unf,1,3,3,0,4,0,21,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,0,6
319,60,RL,9900,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,Gd,PConc,987,0,360,1347,GasA,Ex,Y,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,1,3,656,Y,340,60,144,0,0,0,0,4,WD,Normal,260000,12.468436909997665,BrkFace,256.0,SBrkr,Gd,TA,Gd,GLQ,3,3,2,0,4,1,15,2,0,5,1,1,6,6,2,2,1,0,1,2,2,8,4,1,4,2,4,1,2
320,80,RL,14115,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,7,Gable,CompShg,Plywood,Plywood,TA,CBlock,1036,0,336,1372,GasA,TA,Y,1472,0,0,1472,1,0,2,0,3,1,TA,6,2,2,588,Y,233,48,0,0,0,0,0,6,WD,Normal,187500,12.141534124392603,BrkFace,225.0,SBrkr,Gd,TA,Av,GLQ,3,3,3,0,4,0,14,2,0,7,1,1,9,10,3,1,1,4,1,3,2,8,4,1,4,2,4,0,2
321,60,RL,16259,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,2Story,9,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1249,1249,GasA,Ex,Y,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,0,3,840,Y,240,154,0,0,0,0,0,9,New,Partial,342643,12.7444443677961,Stone,370.0,SBrkr,Ex,Gd,Av,Unf,3,3,3,0,0,0,16,2,0,5,1,1,12,13,3,2,1,0,1,2,2,6,5,3,4,0,1,0,6
322,60,RL,12099,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,970,0,166,1136,GasA,Ex,Y,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,1,3,872,Y,184,154,0,0,0,0,0,6,WD,Normal,354000,12.777052192115912,BrkFace,388.0,SBrkr,Ex,TA,Av,GLQ,3,0,3,0,4,0,16,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,1,4,0,4,0,2
323,60,RL,10380,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,Gable,CompShg,Plywood,Plywood,Gd,CBlock,28,1474,0,1502,GasA,Ex,Y,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,1,2,576,Y,201,96,0,0,0,0,0,8,WD,Normal,301000,12.614865543731012,BrkFace,172.0,SBrkr,TA,TA,Gd,LwQ,3,0,3,0,4,0,20,2,0,5,1,1,9,10,2,1,1,0,1,2,2,8,4,1,4,4,4,1,3
324,20,RM,5820,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,3,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,256,0,906,1162,GasA,Ex,Y,1163,0,0,1163,1,0,1,0,3,1,TA,6,0,1,220,Y,142,98,0,0,0,0,0,7,WD,Normal,126175,11.745425111208464,None,0.0,SBrkr,TA,TA,No,ALQ,4,3,3,0,4,0,17,2,0,2,1,1,12,13,3,1,1,0,1,3,2,8,4,2,4,4,4,4,0
325,80,RL,11275,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,1Fam,SLvl,7,Mansard,WdShake,Wd Sdng,Wd Sdng,Gd,CBlock,0,0,710,710,GasA,Ex,Y,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,1,2,564,Y,240,0,0,0,0,0,0,6,WD,Normal,242000,12.396693005138824,BrkFace,300.0,SBrkr,Gd,TA,No,Unf,3,3,3,0,0,0,12,4,0,7,4,6,13,14,2,1,1,0,1,2,2,8,4,1,4,2,4,4,6
326,45,RM,5000,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,1Fam,1.5Unf,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,116,0,604,720,GasA,Po,N,803,0,0,803,0,0,1,0,2,1,TA,5,0,2,360,Y,0,0,244,0,0,0,0,12,WD,Normal,87000,11.37366339763672,None,0.0,FuseF,TA,TA,Av,BLQ,4,3,3,0,4,0,9,5,0,1,1,1,8,8,3,1,1,3,0,3,2,8,4,2,1,4,4,0,1
327,120,RL,10846,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,Gable,CompShg,BrkFace,BrkFace,Gd,PConc,1619,0,100,1719,GasA,Ex,Y,1719,0,0,1719,2,0,1,1,1,1,Gd,6,2,2,473,Y,122,30,0,0,0,0,0,5,Con,Normal,324000,12.688498794774466,None,0.0,SBrkr,Gd,TA,Gd,GLQ,3,0,3,0,1,0,24,2,4,2,1,1,3,3,2,2,1,0,1,2,2,2,4,2,4,2,4,1,2
328,20,RL,11600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,565,0,818,1383,GasA,TA,Y,1383,0,0,1383,0,0,1,1,3,1,TA,7,0,1,292,Y,0,45,0,0,0,0,0,4,WD,Normal,145250,11.886211674714158,BrkFace,175.0,SBrkr,TA,TA,No,Rec,3,3,3,0,4,0,12,2,0,2,3,1,13,14,3,1,1,4,1,3,2,8,4,1,4,4,4,4,5
329,75,RL,11888,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,1Fam,2.5Unf,6,Gable,CompShg,Wd Sdng,Wd Shng,TA,BrkTil,0,0,844,844,GasA,Gd,N,1445,689,0,2134,0,0,2,0,5,1,Gd,10,0,2,441,Y,0,60,268,0,0,0,0,7,WD,Normal,214500,12.27606501735021,None,0.0,FuseA,TA,TA,No,Unf,3,0,0,0,4,0,3,4,0,4,1,1,13,15,3,0,1,2,0,2,2,8,4,2,0,4,4,4,6
330,70,RM,6402,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,2Story,5,Gable,CompShg,Wd Sdng,Wd Shng,TA,PConc,0,0,596,596,GasA,TA,N,596,596,0,1192,0,0,1,0,3,1,TA,6,0,1,189,N,0,0,137,0,0,0,0,7,WD,Normal,78000,11.26446410567173,None,0.0,SBrkr,TA,TA,Mn,Unf,4,3,3,0,0,0,9,2,0,5,1,1,13,15,3,2,1,4,0,3,0,8,4,2,4,4,4,2,6
331,90,RL,10624,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Duplex,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,40,264,1424,1728,GasA,TA,Y,1728,0,0,1728,0,1,2,0,6,2,TA,10,0,1,352,Y,155,0,0,0,0,0,0,11,WD,Normal,119000,11.686878772093667,BrkFace,84.0,SBrkr,TA,TA,No,GLQ,3,0,3,0,4,0,12,2,2,2,1,1,6,6,3,1,1,4,1,3,2,8,4,1,4,4,4,4,2
332,20,RL,8176,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,846,0,210,1056,GasA,Fa,Y,1056,0,0,1056,1,0,1,0,3,1,TA,6,0,1,308,Y,0,0,0,0,0,0,0,8,WD,Normal,139000,11.842229212112828,None,0.0,SBrkr,TA,TA,No,Rec,3,3,3,0,4,0,12,2,0,2,1,1,13,14,3,1,1,1,1,3,2,8,4,2,4,4,4,4,5
333,20,RL,10655,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,1124,479,1603,3206,GasA,Ex,Y,1629,0,0,1629,1,0,2,0,3,1,Gd,7,1,3,880,Y,0,0,0,0,0,0,0,10,WD,Normal,284000,12.556729517143344,BrkFace,296.0,SBrkr,Gd,TA,No,GLQ,3,0,3,0,4,0,16,2,0,2,1,1,12,13,2,2,1,0,1,2,2,8,4,1,4,2,4,4,2
